,,,,,,,,,,
Year,State,NMFS Name,Pounds,Metric Tons,Dollars,Confidentiality,Collection,Scientific Name,Tsn,Source
2020,CALIFORNIA,"ROCKFISH, BROWN","42,940",19,"264,046",Public,Commercial,Sebastes auriculatus,166708,PACFIN
2020,CALIFORNIA,"ROCKFISH, CANARY","202,179",92,"146,738",Public,Commercial,Sebastes pinniger,166734,PACFIN
2020,CALIFORNIA,"ROCKFISH, CHILIPEPPER","1,462,269",663,"565,224",Public,Commercial,Sebastes goodei,166722,PACFIN
2020,CALIFORNIA,"ROCKFISH, CHINA","2,347",1,"17,160",Public,Commercial,Sebastes nebulosus,166731,PACFIN
2020,CALIFORNIA,"ROCKFISH, COPPER","36,885",17,"175,236",Public,Commercial,Sebastes caurinus,166713,PACFIN
2020,CALIFORNIA,"ROCKFISH, COWCOD","1,736",1,441,Public,Commercial,Sebastes levis,166754,PACFIN
2020,CALIFORNIA,"ROCKFISH, COWCOD",,,,Confidential,Commercial,Sebastes levis,166754,PACFIN
2020,CALIFORNIA,"ROCKFISH, DARKBLOTCHED","74,840",34,"24,328",Public,Commercial,Sebastes crameri,166715,PACFIN
2020,CALIFORNIA,"ROCKFISH, FLAG",757,0,"1,632",Public,Commercial,Sebastes rubrivinctus,166760,PACFIN
2020,CALIFORNIA,"ROCKFISH, GOPHER","55,117",25,"376,548",Public,Commercial,Sebastes carnatus,166767,PACFIN
2020,CALIFORNIA,"ROCKFISH, GRASS","19,295",9,"188,203",Public,Commercial,Sebastes rastrelliger,166759,PACFIN
2020,CALIFORNIA,"ROCKFISH, GREENBLOTCHED","5,125",2,"13,965",Public,Commercial,Sebastes rosenblatti,166771,PACFIN
2020,CALIFORNIA,"ROCKFISH, GREENSPOTTED","12,390",6,"21,445",Public,Commercial,Sebastes chlorostictus,166748,PACFIN
2020,CALIFORNIA,"ROCKFISH, GREENSTRIPED","3,447",2,"1,735",Public,Commercial,Sebastes elongatus,166717,PACFIN
2020,CALIFORNIA,"ROCKFISH, HONEYCOMB",267,0,330,Public,Commercial,Sebastes umbrosus,166765,PACFIN
2020,CALIFORNIA,"ROCKFISH, HONEYCOMB",,,,Confidential,Commercial,Sebastes umbrosus,166765,PACFIN
2020,CALIFORNIA,"ROCKFISH, KELP","1,798",1,"6,655",Public,Commercial,Sebastes atrovirens,166747,PACFIN
2020,CALIFORNIA,"ROCKFISH, MEXICAN","2,400",1,"6,618",Public,Commercial,Sebastes macdonaldi,166755,PACFIN
2020,CALIFORNIA,"ROCKFISH, OLIVE","3,939",2,"9,554",Public,Commercial,Sebastes serranoides,166763,PACFIN
2020,CALIFORNIA,"ROCKFISH, PACIFIC OCEAN PERCH","1,754",1,648,Public,Commercial,Sebastes alutus,166707,PACFIN
2020,CALIFORNIA,"ROCKFISH, PINK",,,,Confidential,Commercial,Sebastes eos,166751,PACFIN
2020,CALIFORNIA,"ROCKFISH, PINKROSE",,,,Confidential,Commercial,Sebastes simulator,166770,PACFIN
2020,CALIFORNIA,"ROCKFISH, QUILLBACK","9,283",4,"44,736",Public,Commercial,Sebastes maliger,166726,PACFIN
2020,CALIFORNIA,"ROCKFISH, REDBANDED","24,461",11,"12,957",Public,Commercial,Sebastes babcocki,166710,PACFIN
2020,CALIFORNIA,"ROCKFISH, ROSETHORN",405,0,92,Public,Commercial,Sebastes helvomaculatus,166723,PACFIN
2020,CALIFORNIA,"ROCKFISH, ROSETHORN",,,,Confidential,Commercial,Sebastes helvomaculatus,166723,PACFIN
2020,CALIFORNIA,"ROCKFISH, ROSY","1,491",1,"4,341",Public,Commercial,Sebastes rosaceus,166738,PACFIN
2020,CALIFORNIA,"ROCKFISH, ROUGHEYE/BLACKSPOT","2,481",1,"5,130",Public,Commercial,Sebastes aleutianus,166706,PACFIN
2020,CALIFORNIA,"ROCKFISH, SHARPCHIN",,,,Confidential,Commercial,Sebastes zacentrus,166744,PACFIN
2020,CALIFORNIA,"ROCKFISH, SHORTBELLY","10,614",5,91,Public,Commercial,Sebastes jordani,166725,PACFIN
2020,CALIFORNIA,"ROCKFISH, SHORTRAKER",323,0,100,Public,Commercial,Sebastes borealis,166712,PACFIN
2020,CALIFORNIA,"ROCKFISH, SHORTRAKER",,,,Confidential,Commercial,Sebastes borealis,166712,PACFIN
2020,CALIFORNIA,"ROCKFISH, SILVERGRAY","4,023",2,106,Public,Commercial,Sebastes brevispinis,166711,PACFIN
2020,CALIFORNIA,"ROCKFISH, SPECKLED","1,753",1,"4,117",Public,Commercial,Sebastes ovalis,166757,PACFIN
2020,CALIFORNIA,"ROCKFISH, SPLITNOSE","24,170",11,"3,054",Public,Commercial,Sebastes diploproa,166716,PACFIN
2020,CALIFORNIA,"ROCKFISH, SQUARESPOT",,,,Confidential,Commercial,Sebastes hopkinsi,166753,PACFIN
2020,CALIFORNIA,"ROCKFISH, SQUARESPOT",174,0,345,Public,Commercial,Sebastes hopkinsi,166753,PACFIN
2020,CALIFORNIA,"ROCKFISH, STARRY","4,505",2,"13,689",Public,Commercial,Sebastes constellatus,166749,PACFIN
2020,CALIFORNIA,"ROCKFISH, STRIPETAIL","5,962",3,165,Public,Commercial,Sebastes saxicola,166741,PACFIN
2020,CALIFORNIA,"ROCKFISH, SWORDSPINE",,,,Confidential,Commercial,Sebastes ensifer,166768,PACFIN
2020,CALIFORNIA,"ROCKFISH, TIGER",290,0,311,Public,Commercial,Sebastes nigrocinctus,166732,PACFIN
2020,CALIFORNIA,"ROCKFISH, TREEFISH","4,143",2,"37,206",Public,Commercial,Sebastes serriceps,166764,PACFIN
2020,CALIFORNIA,"ROCKFISH, VERMILION","152,832",69,"456,561",Public,Commercial,Sebastes miniatus,166729,PACFIN
2020,CALIFORNIA,"ROCKFISH, WIDOW","211,396",96,"70,989",Public,Commercial,Sebastes entomelas,166719,PACFIN
2020,CALIFORNIA,"ROCKFISH, YELLOWEYE",261,0,102,Public,Commercial,Sebastes ruberrimus,166740,PACFIN
2020,CALIFORNIA,"ROCKFISH, YELLOWMOUTH",,,,Confidential,Commercial,Sebastes reedi,166737,PACFIN
2020,CALIFORNIA,"ROCKFISH, YELLOWTAIL","77,266",35,"127,338",Public,Commercial,Sebastes flavidus,166720,PACFIN
2020,CALIFORNIA,ROCKFISHES **,"32,838",15,"62,937",Public,Commercial,Sebastes ,166705,PACFIN
2020,CALIFORNIA,ROCKFISHES **,,,,Confidential,Commercial,Sebastes ,166705,PACFIN
2020,CALIFORNIA,SABLEFISH,"2,818,427","1,278","4,510,861",Public,Commercial,Anoplopoma fimbria,167123,PACFIN
2020,CALIFORNIA,"SALMON, CHINOOK","2,204,810","1,000","13,855,641",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFIN
2020,CALIFORNIA,"SARDINE, PACIFIC","6,314,113","2,864","2,440,903",Public,Commercial,Sardinops sagax,161729,PACFIN
2020,CALIFORNIA,"SAURY, PACIFIC",,,,Confidential,Commercial,Cololabis saira,165609,PACFIN
2020,CALIFORNIA,SCORPIONFISHES **,"4,220",2,"23,897",Public,Commercial,Scorpaenidae,166704,PACFIN
2020,CALIFORNIA,SCULPINS **,26,0,74,Public,Commercial,Cottidae,167196,PACFIN
2020,CALIFORNIA,"SEA BASS, GIANT","6,233",3,"17,534",Public,Commercial,Stereolepis gigas,167918,PACFIN
2020,CALIFORNIA,"SHAD, AMERICAN","8,191",4,"14,603",Public,Commercial,Alosa sapidissima,161702,PACFIN
2020,CALIFORNIA,"SHARK, DOGFISH, SPINY","1,895",1,"5,421",Public,Commercial,Squalus acanthias,160617,PACFIN
2020,CALIFORNIA,"SHARK, LEOPARD","6,506",3,"5,939",Public,Commercial,Triakis semifasciata,160448,PACFIN
2020,CALIFORNIA,"SHARK, MAKO, SHORTFIN","16,328",7,"13,862",Public,Commercial,Isurus oxyrinchus,159924,PACFIN
2020,CALIFORNIA,"SHARK, PACIFIC ANGEL","88,771",40,"57,866",Public,Commercial,Squatina californica,160785,PACFIN
2020,CALIFORNIA,"SHARK, THRESHER","131,187",60,"90,217",Public,Commercial,Alopias vulpinus,159916,PACFIN
2020,CALIFORNIA,"SHARK, THRESHER, BIGEYE","2,679",1,"2,094",Public,Commercial,Alopias superciliosus,159921,PACFIN
2020,CALIFORNIA,"SHARK, TOPE","30,015",14,"21,031",Public,Commercial,Galeorhinus galeus,160181,PACFIN
2020,CALIFORNIA,"SHARKS, CHONDRICHTHYES (CLASS) **","4,301",2,"1,157",Public,Commercial,Chondrichthyes,159785,PACFIN
2020,CALIFORNIA,"SHARKS, THRESHER **",,,,Confidential,Commercial,Alopias,159915,PACFIN
2020,CALIFORNIA,"SHEEPHEAD, CALIFORNIA","46,730",21,"222,440",Public,Commercial,Semicossyphus pulcher,170744,PACFIN
2020,CALIFORNIA,"SHRIMP, BRINE","599,629",272,"44,500",Public,Commercial,Artemia salina,83691,PACFIN
2020,CALIFORNIA,"SHRIMP, OCEAN",,,,Confidential,Commercial,Pandalus jordani,96970,PACFIN
2020,CALIFORNIA,"SHRIMP, PACIFIC ROCK","488,587",222,"1,071,874",Public,Commercial,Sicyonia ingentis,96038,PACFIN
2020,CALIFORNIA,"SHRIMP, SPOT","393,954",179,"5,787,093",Public,Commercial,Pandalus platyceros,96979,PACFIN
2020,CALIFORNIA,"SHRIMPS, PENAEID **","96,636",44,"604,832",Public,Commercial,Penaeidae,95602,PACFIN
2020,CALIFORNIA,"SHRIMPS, PENAEID **",,,,Confidential,Commercial,Penaeidae,95602,PACFIN
2020,CALIFORNIA,"SKATE, BIG","48,913",22,"11,116",Public,Commercial,Raja binoculata,160848,PACFIN
2020,CALIFORNIA,"SKATE, CALIFORNIA","1,801",1,"1,113",Public,Commercial,Raja inornata,160849,PACFIN
2020,CALIFORNIA,"SKATES, RAJIDAE (FAMILY) **","268,418",122,"56,620",Public,Commercial,Rajidae,160845,PACFIN
2020,CALIFORNIA,SMELTS **,"425,052",193,"398,421",Public,Commercial,Osmeridae,162028,PACFIN
2020,CALIFORNIA,"SOLE, C-O",,,,Confidential,Commercial,Pleuronichthys coenosus,172923,PACFIN
2020,CALIFORNIA,"SOLE, CURLFIN",144,0,20,Public,Commercial,Pleuronichthys decurrens,172924,PACFIN
2020,CALIFORNIA,"SOLE, DOVER","3,563,357","1,616","1,355,686",Public,Commercial,Microstomus pacificus,172887,PACFIN
2020,CALIFORNIA,"SOLE, ENGLISH","57,817",26,"17,415",Public,Commercial,Parophrys vetulus,172921,PACFIN
2020,CALIFORNIA,"SOLE, FANTAIL","2,968",1,"4,461",Public,Commercial,Xystreurys liolepis,172800,PACFIN
2020,CALIFORNIA,"SOLE, PETRALE","1,198,015",543,"1,260,671",Public,Commercial,Eopsetta jordani,172868,PACFIN
2020,CALIFORNIA,"SOLE, REX","134,616",61,"48,051",Public,Commercial,Glyptocephalus zachirus,172978,PACFIN
2020,CALIFORNIA,"SOLE, ROCK","1,740",1,"2,520",Public,Commercial,Paraplagusia bilineata,173105,PACFIN
2020,CALIFORNIA,"SOLE, SAND","9,872",4,"10,691",Public,Commercial,Psettichthys melanostictus,172928,PACFIN
2020,CALIFORNIA,"SOLE, SLENDER",,,,Confidential,Commercial,Lyopsetta exilis,172871,PACFIN
2020,CALIFORNIA,"SQUID, CALIFORNIA MARKET","45,080,780","20,449","26,112,204",Public,Commercial,Loligo opalescens,82371,PACFIN
2020,CALIFORNIA,SURFPERCHES **,"8,818",4,"18,612",Public,Commercial,Embiotocidae,169735,PACFIN
2020,CALIFORNIA,SWORDFISH,"871,576",395,"2,481,820",Public,Commercial,Xiphias gladius,172482,PACFIN
2020,CALIFORNIA,"THORNYHEAD, LONGSPINE","209,539",95,"82,944",Public,Commercial,Sebastolobus altivelis,166784,PACFIN
2020,CALIFORNIA,"THORNYHEAD, SHORTSPINE","359,026",163,"1,352,133",Public,Commercial,Sebastolobus alascanus,166783,PACFIN
2020,CALIFORNIA,"TOMCOD, PACIFIC",,,,Confidential,Commercial,Microgadus proximus,164719,PACFIN
2020,CALIFORNIA,"TUNA, ALBACORE","569,737",258,"986,054",Public,Commercial,Thunnus alalunga,172419,PACFIN
2020,CALIFORNIA,"TUNA, BIGEYE","682,355",310,"2,141,137",Public,Commercial,Thunnus obesus,172428,PACFIN
2020,CALIFORNIA,"TUNA, BLUEFIN PACIFIC","509,701",231,"1,184,925",Public,Commercial,Thunnus orientalis,172422,PACFIN
2020,CALIFORNIA,"TUNA, SKIPJACK","394,265",179,"166,189",Public,Commercial,Katsuwonus pelamis,172401,PACFIN
2020,CALIFORNIA,"TUNA, YELLOWFIN","3,672,280","1,666","2,265,003",Public,Commercial,Thunnus albacares,172423,PACFIN
2020,CALIFORNIA,"TURBOT, HORNYHEAD",,,,Confidential,Commercial,Pleuronichthys verticalis,172926,PACFIN
2020,CALIFORNIA,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **","1,896,955",860,"4,715,748",Public,Commercial,Strongylocentrotus,157968,PACFIN
2020,CALIFORNIA,"VERTEBRATES, JAWED","179,647",81,"270,196",Public,Commercial,Gnathostomata ,914179,PACFIN
2020,CALIFORNIA,"WHITEFISH, OCEAN","35,280",16,"104,484",Public,Commercial,Caulolatilus princeps,168540,PACFIN
2020,CALIFORNIA,WITHHELD FOR CONFIDENTIALITY,"789,969",358,"338,440",Public,Commercial,Other,0,PACFIN
2020,CALIFORNIA,WOLF-EEL,,,,Confidential,Commercial,Anarrhichthys ocellatus,171345,PACFIN
2020,CONNECTICUT,"BASS, BLACK SEA","85,613",39,"229,805",Public,Commercial,Centropristis striata,167687,ACCSP
2020,CONNECTICUT,"BASS, STRIPED","1,309",1,"5,724",Public,Commercial,Morone saxatilis,167680,ACCSP
2020,CONNECTICUT,BLUEFISH,"25,038",11,"29,495",Public,Commercial,Pomatomus saltatrix,168559,ACCSP
2020,CONNECTICUT,"BONITO, ATLANTIC",210,0,382,Public,Commercial,Sarda sarda,172409,ACCSP
2020,CONNECTICUT,BUTTERFISH,"139,025",63,"129,287",Public,Commercial,Peprilus triacanthus,172567,ACCSP
2020,CONNECTICUT,"CARP, COMMON",297,0,148,Public,Commercial,Cyprinus carpio,163344,ACCSP
2020,CONNECTICUT,"CATFISH, BLUE","1,007",0,387,Public,Commercial,Ictalurus furcatus,163997,ACCSP
2020,CONNECTICUT,"CATFISH, WHITE",8,0,4,Public,Commercial,Ameiurus catus,164037,ACCSP
2020,CONNECTICUT,"CATFISHES, BULLHEAD **",971,0,"1,631",Public,Commercial,Ictaluridae,163995,ACCSP
2020,CONNECTICUT,COBIA,8,0,4,Public,Commercial,Rachycentron canadum,168566,ACCSP
2020,CONNECTICUT,"COD, ATLANTIC","4,492",2,"7,735",Public,Commercial,Gadus morhua,164712,ACCSP
2020,CONNECTICUT,CONCHS **,"183,913",83,"463,391",Public,Commercial,Strombidae,72554,ACCSP
2020,CONNECTICUT,"CRAB, BLUE",369,0,"1,222",Public,Commercial,Callinectes sapidus,98696,ACCSP
2020,CONNECTICUT,"CRAB, GREEN",130,0,65,Public,Commercial,Carcinus maenas,98734,ACCSP
2020,CONNECTICUT,"CRAB, HORSESHOE","41,814",19,"34,632",Public,Commercial,Limulus polyphemus,82703,ACCSP
2020,CONNECTICUT,"CRAB, JONAH",323,0,312,Public,Commercial,Cancer borealis,98678,ACCSP
2020,CONNECTICUT,CUNNER,30,0,31,Public,Commercial,Tautogolabrus adspersus,170481,ACCSP
2020,CONNECTICUT,DOLPHINFISH **,60,0,174,Public,Commercial,Coryphaena spp.,168790,ACCSP
2020,CONNECTICUT,"DORY, BUCKLER","2,816",1,"1,883",Public,Commercial,Zenopsis conchifera,166284,ACCSP
2020,CONNECTICUT,"EEL, AMERICAN","2,959",1,"8,293",Public,Commercial,Anguilla rostrata,161127,ACCSP
2020,CONNECTICUT,"EEL, CONGER",194,0,92,Public,Commercial,Conger oceanicus,161326,ACCSP
2020,CONNECTICUT,"FLOUNDER, AMERICAN PLAICE","20,677",9,"21,913",Public,Commercial,Hippoglossoides platessoides,172877,ACCSP
2020,CONNECTICUT,"FLOUNDER, FOURSPOT","1,648",1,"1,327",Public,Commercial,Paralichthys oblongus,172739,ACCSP
2020,CONNECTICUT,"FLOUNDER, SUMMER","370,467",168,"1,114,283",Public,Commercial,Paralichthys dentatus,172735,ACCSP
2020,CONNECTICUT,"FLOUNDER, WINTER","22,150",10,"36,152",Public,Commercial,Pseudopleuronectes americanus,172905,ACCSP
2020,CONNECTICUT,"FLOUNDER, WITCH","10,174",5,"18,233",Public,Commercial,Glyptocephalus cynoglossus,172873,ACCSP
2020,CONNECTICUT,"FLOUNDER, YELLOWTAIL","4,288",2,"7,272",Public,Commercial,Limanda ferruginea,172909,ACCSP
2020,CONNECTICUT,GOOSEFISH,"96,935",44,"55,859",Public,Commercial,Lophius americanus,164499,ACCSP
2020,CONNECTICUT,HADDOCK,"15,010",7,"11,253",Public,Commercial,Melanogrammus aeglefinus,164744,ACCSP
2020,CONNECTICUT,"HAKE, RED","58,949",27,"20,357",Public,Commercial,Urophycis chuss,164730,ACCSP
2020,CONNECTICUT,"HAKE, SILVER","466,445",212,"393,183",Public,Commercial,Merluccius bilinearis,164791,ACCSP
2020,CONNECTICUT,"HAKE, WHITE",187,0,175,Public,Commercial,Urophycis tenuis,164732,ACCSP
2020,CONNECTICUT,"HAKES, MERLUCCIUS (GENUS) **",5,0,4,Public,Commercial,Merluccius,164790,ACCSP
2020,CONNECTICUT,"HAKES, RED AND WHITE **",61,0,76,Public,Commercial,Urophycis,164729,ACCSP
2020,CONNECTICUT,"HALIBUT, ATLANTIC",215,0,"1,222",Public,Commercial,Hippoglossus hippoglossus,172933,ACCSP
2020,CONNECTICUT,"HERRING, ATLANTIC","64,258",29,"16,159",Public,Commercial,Clupea harengus,161722,ACCSP
2020,CONNECTICUT,"HERRING, BLUEBACK",7,0,4,Public,Commercial,Alosa aestivalis,161703,ACCSP
2020,CONNECTICUT,"JACK, CREVALLE",16,0,8,Public,Commercial,Caranx hippos,168609,ACCSP
2020,CONNECTICUT,KILLIFISHES **,"1,261",1,"6,362",Public,Commercial,Cyprinodontidae,165629,ACCSP
2020,CONNECTICUT,"KINGFISH, NORTHERN",112,0,126,Public,Commercial,Menticirrhus saxatilis,169276,ACCSP
2020,CONNECTICUT,KINGFISHES **,"5,341",2,"4,820",Public,Commercial,Menticirrhus,169273,ACCSP
2020,CONNECTICUT,"LIZARDFISH, INSHORE",2,0,2,Public,Commercial,Synodus foetens,162376,ACCSP
2020,CONNECTICUT,"LOBSTER, AMERICAN","159,173",72,"826,413",Public,Commercial,Homarus americanus,97314,ACCSP
2020,CONNECTICUT,"MACKEREL, ATLANTIC","3,737",2,"3,004",Public,Commercial,Scomber scombrus,172414,ACCSP
2020,CONNECTICUT,"MACKEREL, ATLANTIC CHUB",11,0,10,Public,Commercial,Scomber colias,172413,ACCSP
2020,CONNECTICUT,"MACKEREL, SPANISH",76,0,87,Public,Commercial,Scomberomorus maculatus,172436,ACCSP
2020,CONNECTICUT,MENHADENS **,"217,110",98,"102,380",Public,Commercial,Brevoortia ,161731,ACCSP
2020,CONNECTICUT,MULLETS **,607,0,613,Public,Commercial,Mugilidae,170333,ACCSP
2020,CONNECTICUT,MUMMICHOG,164,0,"1,109",Public,Commercial,Fundulus heteroclitus,165647,ACCSP
2020,CONNECTICUT,OPAH,180,0,360,Public,Commercial,Lampris guttatus,166326,ACCSP
2020,CONNECTICUT,"PERCH, WHITE","14,740",7,"26,283",Public,Commercial,Morone americana,167678,ACCSP
2020,CONNECTICUT,POLLOCK,16,0,14,Public,Commercial,Pollachius virens,164727,ACCSP
2020,CONNECTICUT,"PUFFER, NORTHERN",50,0,53,Public,Commercial,Sphoeroides maculatus,173290,ACCSP
2020,CONNECTICUT,"PUFFERS, TETRAODONTIDAE (FAMILY) **",6,0,6,Public,Commercial,Tetraodontidae,173283,ACCSP
2020,CONNECTICUT,"REDFISH, ACADIAN",1,0,2,Public,Commercial,Sebastes fasciatus,166774,ACCSP
2020,CONNECTICUT,RIBBONFISHES **,5,0,8,Public,Commercial,Trachipteridae,166339,ACCSP
2020,CONNECTICUT,"SCALLOP, SEA","1,350,628",613,"13,818,708",Public,Commercial,Placopecten magellanicus,79718,ACCSP
2020,CONNECTICUT,SCULPINS **,3,0,,Public,Commercial,Cottidae,167196,ACCSP
2020,CONNECTICUT,SCUP,"990,091",449,"770,406",Public,Commercial,Stenotomus chrysops,169182,ACCSP
2020,CONNECTICUT,"SEAROBIN, STRIPED",20,0,5,Public,Commercial,Prionotus evolans,166975,ACCSP
2020,CONNECTICUT,SEAROBINS **,"7,879",4,851,Public,Commercial,Triglidae,166972,ACCSP
2020,CONNECTICUT,"SEATROUT, SPOTTED",33,0,66,Public,Commercial,Cynoscion nebulosus,169239,ACCSP
2020,CONNECTICUT,"SHAD, AMERICAN","23,351",11,"40,078",Public,Commercial,Alosa sapidissima,161702,ACCSP
2020,CONNECTICUT,"SHAD, GIZZARD",90,0,22,Public,Commercial,Dorosoma cepedianum,161737,ACCSP
2020,CONNECTICUT,"SHAD, HICKORY",986,0,626,Public,Commercial,Alosa mediocris,161704,ACCSP
2020,CONNECTICUT,"SHARK, DOGFISH, SMOOTH","24,789",11,"18,309",Public,Commercial,Mustelus canis,160230,EXCEPTIONS
2020,CONNECTICUT,"SHARK, DOGFISH, SPINY","26,270",12,"2,987",Public,Commercial,Squalus acanthias,160617,ACCSP
2020,CONNECTICUT,"SHARK, MAKO, SHORTFIN",,,,Confidential,Commercial,Isurus oxyrinchus,159924,EXCEPTIONS
2020,CONNECTICUT,SHRIMPS **,"1,042",0,"6,213",Public,Commercial,Caridea,96106,ACCSP
2020,CONNECTICUT,"SHRIMPS, MANTIS **",122,0,699,Public,Commercial,Stomatopoda,99140,ACCSP
2020,CONNECTICUT,"SILVERSIDE, ATLANTIC",738,0,"4,428",Public,Commercial,Menidia menidia,165994,ACCSP
2020,CONNECTICUT,"SKATE, BARNDOOR",863,0,171,Public,Commercial,Dipturus laevis,564139,ACCSP
2020,CONNECTICUT,"SKATE, CLEARNOSE","5,800",3,"1,972",Public,Commercial,Raja eglanteria,160855,ACCSP
2020,CONNECTICUT,"SKATE, LITTLE","419,800",190,"41,980",Public,Commercial,Leucoraja erinacea,564130,ACCSP
2020,CONNECTICUT,"SKATE, SMOOTH","13,396",6,"4,154",Public,Commercial,Malacoraja senta,564151,ACCSP
2020,CONNECTICUT,"SKATE, WINTER","629,201",285,"181,908",Public,Commercial,Leucoraja ocellata,564145,ACCSP
2020,CONNECTICUT,"SKATES, RAJIDAE (FAMILY) **","398,488",181,"207,077",Public,Commercial,Rajidae,160845,ACCSP
2020,CONNECTICUT,"SQUID, LONGFIN LOLIGO","938,434",426,"1,238,589",Public,Commercial,Loligo pealeii,82372,ACCSP
2020,CONNECTICUT,"STURGEON, SHORTNOSE",29,0,,Public,Commercial,Acipenser brevirostrum,161069,ACCSP
2020,CONNECTICUT,SWORDFISH,"9,432",4,"39,870",Public,Commercial,Xiphias gladius,172482,EXCEPTIONS
2020,CONNECTICUT,TAUTOG,"14,803",7,"46,154",Public,Commercial,Tautoga onitis,170479,ACCSP
2020,CONNECTICUT,"TILEFISH, GOLDEN",785,0,"1,350",Public,Commercial,Lopholatilus chamaeleonticeps,168546,ACCSP
2020,CONNECTICUT,"TOADFISHES, BATRACHOIDIDAE (FAMILY) **",2,0,1,Public,Commercial,Batrachoididae,164412,ACCSP
2020,CONNECTICUT,TRIGGERFISHES **,62,0,129,Public,Commercial,Balistidae,173128,ACCSP
2020,CONNECTICUT,"TUNA, ALBACORE",,,,Confidential,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2020,CONNECTICUT,"TUNA, BIGEYE","11,251",5,"56,093",Public,Commercial,Thunnus obesus,172428,EXCEPTIONS
2020,CONNECTICUT,"TUNA, BLUEFIN",,,,Confidential,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2020,CONNECTICUT,"TUNA, YELLOWFIN",,,,Confidential,Commercial,Thunnus albacares,172423,EXCEPTIONS
2020,CONNECTICUT,WEAKFISH,"7,026",3,"12,139",Public,Commercial,Cynoscion regalis,169241,ACCSP
2020,CONNECTICUT,"WHELK, CHANNELED","41,420",19,"193,546",Public,Commercial,Busycotypus canaliculatus,74096,ACCSP
2020,CONNECTICUT,"WHELK, KNOBBED","13,319",6,"6,633",Public,Commercial,Busycon carica,74071,ACCSP
2020,CONNECTICUT,WINDOWPANE,"13,788",6,"7,887",Public,Commercial,Scophthalmus aquosus,172746,ACCSP
2020,CONNECTICUT,WITHHELD FOR CONFIDENTIALITY,,,,Public,Commercial,Other,0,ACCSP
2020,DELAWARE,"BASS, BLACK SEA","182,815",83,"429,426",Public,Commercial,Centropristis striata,167687,ACCSP
2020,DELAWARE,"BASS, STRIPED","137,986",63,"477,684",Public,Commercial,Morone saxatilis,167680,ACCSP
2020,DELAWARE,BLUEFISH,,,,Confidential,Commercial,Pomatomus saltatrix,168559,ACCSP
2020,DELAWARE,BUTTERFISH,,,,Confidential,Commercial,Peprilus triacanthus,172567,ACCSP
2020,DELAWARE,"CARP, COMMON","18,266",8,"2,574",Public,Commercial,Cyprinus carpio,163344,ACCSP
2020,DELAWARE,"CATFISH, CHANNEL","5,157",2,"1,548",Public,Commercial,Ictalurus punctatus,163998,ACCSP
2020,DELAWARE,"CLAM, QUAHOG, NORTHERN","11,710",5,"41,900",Public,Commercial,Mercenaria mercenaria,81496,ACCSP
2020,DELAWARE,COBIA,,,,Confidential,Commercial,Rachycentron canadum,168566,ACCSP
2020,DELAWARE,"CRAB, ATLANTIC ROCK",,,,Confidential,Commercial,Cancer irroratus,98679,ACCSP
2020,DELAWARE,"CRAB, BLUE","4,107,608","1,863","7,804,942",Public,Commercial,Callinectes sapidus,98696,ACCSP
2020,DELAWARE,"CRAB, HORSESHOE","374,409",170,"218,405",Public,Commercial,Limulus polyphemus,82703,ACCSP
2020,DELAWARE,"CRAB, JONAH",,,,Confidential,Commercial,Cancer borealis,98678,ACCSP
2020,DELAWARE,"CROAKER, ATLANTIC",,,,Confidential,Commercial,Micropogonias undulatus,169283,ACCSP
2020,DELAWARE,CUNNER,,,,Confidential,Commercial,Tautogolabrus adspersus,170481,ACCSP
2020,DELAWARE,"DRUM, BLACK",,,,Confidential,Commercial,Pogonias cromis,169288,ACCSP
2020,DELAWARE,"EEL, AMERICAN","1,942",1,"5,722",Public,Commercial,Anguilla rostrata,161127,ACCSP
2020,DELAWARE,"EEL, CONGER",,,,Confidential,Commercial,Conger oceanicus,161326,ACCSP
2020,DELAWARE,"FLOUNDER, SUMMER",608,0,"1,860",Public,Commercial,Paralichthys dentatus,172735,ACCSP
2020,DELAWARE,"HAKE, RED",,,,Confidential,Commercial,Urophycis chuss,164730,ACCSP
2020,DELAWARE,"HAKES, RED AND WHITE **",,,,Confidential,Commercial,Urophycis,164729,ACCSP
2020,DELAWARE,"KINGFISH, NORTHERN",,,,Confidential,Commercial,Menticirrhus saxatilis,169276,ACCSP
2020,DELAWARE,"LOBSTER, AMERICAN","11,098",5,"85,450",Public,Commercial,Homarus americanus,97314,ACCSP
2020,DELAWARE,"MACKEREL, SPANISH",,,,Confidential,Commercial,Scomberomorus maculatus,172436,ACCSP
2020,DELAWARE,"MENHADEN, ATLANTIC","161,125",73,"15,985",Public,Commercial,Brevoortia tyrannus,161732,ACCSP
2020,DELAWARE,MENHADENS **,,,,Confidential,Commercial,Brevoortia ,161731,ACCSP
2020,DELAWARE,"OYSTER, EASTERN","81,893",37,"469,233",Public,Commercial,Crassostrea virginica,79872,ACCSP
2020,DELAWARE,"PERCH, WHITE",,,,Confidential,Commercial,Morone americana,167678,ACCSP
2020,DELAWARE,"SCALLOP, SEA",,,,Confidential,Commercial,Placopecten magellanicus,79718,ACCSP
